collected_at,collection_status,collection_note,chart_year,rank,movie_name,worldwide_gross_usd,domestic_gross_usd,domestic_share_pct,foreign_gross_usd,foreign_share_pct,domestic_release_date_from_group,domestic_opening_gross_from_group_usd,domestic_total_gross_from_group_usd,open_date,genre,rating,distributor,opening_gross_usd,opening_theaters,widest_release_theaters,running_time,source_chart_url,source_release_group_url,source_domestic_release_url
2026-04-14T16:06:15.862Z,success,,2020,41,Bloodshot,39861118,12561824,31.5,27299294,68.5,"Mar 13, 2020",9176695,12561824,"Mar 13, 2020",Action|Adventure|Sci-Fi,PG-13,Sony Pictures Releasing,9176695,2861,2861,1 hr 49 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr1059279365/,https://www.boxofficemojo.com/release/rl235374081/
2026-04-14T16:06:15.862Z,success,,2020,42,Sarileru Neekevvaru,37389889,821000,2.2,36568889,97.8,"Jan 10, 2020",821000,821000,"Jan 10, 2020",Action|Comedy|Drama,,Great India Films,821000,300,300,2 hr 49 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr3870052869/,https://www.boxofficemojo.com/release/rl565084673/
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,43,The Untold Tale of the Three Kingdoms,36747486,,,36747486,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr3954856453/,
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,44,The Confidence Man JP: Princess,36109913,,,36109913,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr3969929733/,
2026-04-14T16:06:15.862Z,success,,2020,45,The Man Standing Next,34664900,113527,0.3,34551373,99.7,"Jan 24, 2020",16514,113527,"Jan 24, 2020",Thriller,,Capelight Pictures,16514,2,22,1 hr 54 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr2225885701/,https://www.boxofficemojo.com/release/rl95584769/
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,46,My Mom is a Character 3,34360029,,,34360029,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr799887877/,
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,47,Doraemon the Movie: Nobita's New Dinosaur,34218525,,,34218525,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr1235243525/,
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,48,Deliver Us from Evil,33718703,,,33718703,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr2527089157/,
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,49,Harry Potter and the Sorcerer's Stone 2020 Re-release,31503136,,,31501815,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr3584119301/,
2026-04-14T16:06:15.862Z,success,,2020,50,Honest Thief,31220247,14163574,45.4,17056673,54.6,"Oct 9, 2020",,14163574,,Action|Crime|Drama|Thriller,PG-13,Open Road Films (II),,,2502,1 hr 39 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr799822341/,https://www.boxofficemojo.com/release/rl565543425/
2026-04-14T16:06:15.862Z,success,,2020,51,Like a Boss,30399490,22169514,72.9,8229976,27.1,"Jan 10, 2020",10011272,22169514,"Jan 10, 2020",Comedy,R,Paramount Pictures,10011272,3078,3081,1 hr 23 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr1865765381/,https://www.boxofficemojo.com/release/rl4278486529/
2026-04-14T16:06:15.862Z,success,,2020,52,The Witches,29303571,203571,0.7,29100000,99.3,"Dec 25, 2021",,203571,"Dec 25, 2021",Adventure|Family|Fantasy|Mystery,PG,Warner Bros.,,,,1 hr 46 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr1808617989/,https://www.boxofficemojo.com/release/rl50955777/
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,53,Bath Buddy,28700000,,,28700000,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr62607877/,
2026-04-14T16:06:15.862Z,success,,2020,54,Scoob!,28588425,2188425,7.7,26400000,92.3,"May 21, 2021",850000,2188425,"May 21, 2021",Adventure|Animation|Comedy|Family|Fantasy|Mystery|Sci-Fi,PG,Warner Bros.,850000,2500,,1 hr 33 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr1627542021/,https://www.boxofficemojo.com/release/rl3816785409/
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,55,Ala Vaikunthapurramuloo,28477890,,,28477890,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr4272706053/,
2026-04-14T16:06:15.862Z,success,,2020,56,Emma.,26314547,10055355,38.2,16259192,61.8,"Feb 21, 2020",234482,10055355,,Comedy|Drama|Romance,PG,Focus Features,234482,5,1732,2 hr 4 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr2904642053/,https://www.boxofficemojo.com/release/rl3221784065/
2026-04-14T16:06:15.862Z,success,,2020,57,Leap,25818882,83074,0.3,25735808,99.7,"Sep 25, 2020",31174,83074,"Sep 25, 2020",Biography|Drama|Sport,,Jetsen Huashi Media US,31174,108,108,2 hr 15 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr2628145669/,https://www.boxofficemojo.com/release/rl2186773249/
2026-04-14T16:06:15.862Z,success,,2020,58,The Father,24048935,2122771,8.8,21920547,91.1,"Feb 26, 2021",,2122771,"Feb 26, 2021",Drama|Mystery,PG-13,Sony Pictures Classics,,,933,1 hr 37 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr832786949/,https://www.boxofficemojo.com/release/rl4290478593/
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,59,Poupelle of Chimney Town,22715146,,,22715146,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr1740263941/,
2026-04-14T16:06:15.862Z,success,,2020,60,Gretel & Hansel,22304357,15347654,68.8,6956703,31.2,"Jan 31, 2020",6154007,15347654,"Jan 31, 2020",Fantasy|Horror|Mystery|Thriller,PG-13,United Artists Releasing,6154007,3007,3007,1 hr 27 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr2496025093/,https://www.boxofficemojo.com/release/rl3842541057/
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,61,Stigmatized Properties,21276720,,,21276720,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr1537692165/,
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,62,Pokémon the Movie: Secrets of the Jungle,21097921,,,21097921,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr2210025989/,
2026-04-14T16:06:15.862Z,success,,2020,63,The Photograph,20690779,20578185,99.5,112594,0.5,"Feb 14, 2020",12181865,20578185,"Feb 14, 2020",Drama|Romance,PG-13,Universal Pictures,12181865,2516,2516,1 hr 46 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr1756123653/,https://www.boxofficemojo.com/release/rl1655931393/
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,64,Threads - Our Tapestry of Love,20474270,,,20474270,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr3282522629/,
2026-04-14T16:06:15.862Z,success,,2020,65,Brahms: The Boy II,20311536,12611536,62.1,7700000,37.9,"Feb 21, 2020",5823006,12611536,"Feb 21, 2020",Drama|Horror|Mystery|Thriller,PG-13,STX Entertainment,5823006,2151,2151,1 hr 26 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr1712869893/,https://www.boxofficemojo.com/release/rl2567538177/
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,66,Violet Evergarden: The Movie,20302668,,,20302668,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr2040943109/,
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,67,Interstellar 2020 Re-release,19992744,,,19992744,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr3147911685/,
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,68,Ice 2,19788995,,,19788995,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr3114488325/,
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,69,Soul Snatcher,19561221,,,19561221,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr2210091525/,
2026-04-14T16:06:15.862Z,success,,2020,70,The Turning,19428166,15472775,79.6,3955391,20.4,"Jan 24, 2020",6950045,15472775,"Jan 24, 2020",Drama|Horror|Mystery,PG-13,Universal Pictures,6950045,2571,2571,1 hr 34 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr3053277701/,https://www.boxofficemojo.com/release/rl3020195329/
2026-04-14T16:06:15.862Z,success,,2020,71,Fate/stay night [Heaven's Feel] III. spring song,19252497,200000,1,19052497,99,"Nov 18, 2020",200000,200000,"Nov 18, 2020",Action|Adventure|Animation|Drama|Fantasy|Romance,,Fathom Events,200000,304,304,2 hr,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr4238496261/,https://www.boxofficemojo.com/release/rl1690141185/
2026-04-14T16:06:15.862Z,success,,2020,72,Promising Young Woman,18854166,6460965,34.3,12393201,65.7,"Dec 25, 2020",719305,6460965,"Dec 25, 2020",Crime|Drama|Mystery|Thriller,R,Focus Features,719305,1310,1448,1 hr 53 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr2913882629/,https://www.boxofficemojo.com/release/rl3852829185/
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,73,Takizawa Enbujo Zero,18091395,,,18091395,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr2679853573/,
2026-04-14T16:06:15.862Z,success,,2020,74,Freaky,18073433,9030855,50,9042578,50,"Nov 13, 2020",3600355,9030855,"Nov 13, 2020",Comedy|Horror|Thriller,R,Universal Pictures,3600355,2472,2472,1 hr 42 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr849826309/,https://www.boxofficemojo.com/release/rl1699840769/
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,75,The Promised Neverland,17710977,,,17710977,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr3753529861/,
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,76,Kaiji: Final Game,17645779,,,17645779,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr2292994565/,
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,77,Hitman: Agent Jun,17601351,,,17601351,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr2259440133/,
2026-04-14T16:06:15.862Z,success,,2020,78,Digimon Adventure: Last Evolution Kizuna,17361009,,,17361009,100,,,,,Action|Adventure|Animation|Family|Fantasy|Sci-Fi|Thriller,,Fathom Events,,,,1 hr 34 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr3769389573/,https://www.boxofficemojo.com/release/rl732856833/
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,79,Bye Bye Morons,16955924,,,16955924,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr61166085/,
2026-04-14T16:06:15.862Z,success,,2020,80,Baaghi 3,16726510,721439,4.3,16005071,95.7,"Mar 6, 2020",509616,721439,"Mar 6, 2020",Action|Thriller,,FIP,509616,265,265,2 hr 23 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr4238561797/,https://www.boxofficemojo.com/release/rl397902337/
2026-04-14T16:06:15.862Z,success,,2020,81,I Still Believe,16069730,9868521,61.4,6201209,38.6,"Mar 13, 2020",9103614,9868521,"Mar 13, 2020",Biography|Drama|Music|Romance,PG,Lionsgate,9103614,3250,3250,1 hr 56 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr3015856645/,https://www.boxofficemojo.com/release/rl1628014081/
2026-04-14T16:06:15.862Z,success,,2020,82,The Way Back,15490514,13590514,87.7,1900000,12.3,,,,,Drama|Sport,R,Warner Bros.,8170315,2718,2718,1 hr 48 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr308040197/,https://www.boxofficemojo.com/release/rl4127819265/
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,83,Father There is Only One 2,15373181,,,15373181,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr3315618309/,
2026-04-14T16:06:15.862Z,success,,2020,84,The Personal History of David Copperfield,14399270,1876298,13,12522972,87,"Aug 28, 2020",475800,1876298,"Aug 28, 2020",Comedy|Drama,PG,Searchlight Pictures,475800,1360,1550,1 hr 59 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr3132051973/,https://www.boxofficemojo.com/release/rl413237761/
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,85,Nightlife,14308789,,,14308789,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr3080933893/,
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,86,Pawn,14193957,,,14193957,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr4138029573/,
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,87,The Post 2020 Re-release,13995207,,,13995207,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr1134580229/,
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,88,#Alive,13432212,,,13432212,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr648106501/,
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,89,Howling Village,13394556,,,13394556,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr4037235205/,
2026-04-14T16:06:15.862Z,success,,2020,90,Come Play,13182254,10475990,79.5,2706264,20.5,"Oct 30, 2020",3119875,10475990,"Oct 30, 2020",Drama|Horror|Mystery|Thriller,PG-13,Focus Features,3119875,2183,2183,1 hr 36 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr1386631685/,https://www.boxofficemojo.com/release/rl2773844737/
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,91,Samjin Company English Class,12761386,,,12761386,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr1453675013/,
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,92,Another Round,12745392,,,12742455,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr4154806789/,
2026-04-14T16:06:15.862Z,success,,2020,93,News of the World,12668325,12668325,100,,,"Dec 25, 2020",2250430,12668325,"Dec 25, 2020",Action|Adventure|Drama|Western,PG-13,Universal Pictures,2250430,1900,1986,1 hr 58 min,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr1908494853/,https://www.boxofficemojo.com/release/rl3054208513/
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,94,Collectors,12640113,,,12640113,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr2460242437/,
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,95,Ducobu 3,12157793,,,12157793,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr3768799749/,
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,96,Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,12091554,,,12091554,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr4255535621/,
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,97,The Asadas,11888743,,,11888743,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr1470517765/,
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,98,Wotakoi: Love Is Hard for Otaku,11702371,,,11702371,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr4087566853/,
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,99,Bigfoot Family,11119936,,,11119936,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr681595397/,
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2020,100,30 jours max,11007713,,,11007713,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2020/,https://www.boxofficemojo.com/releasegroup/gr1638224389/,
2026-04-14T16:06:15.862Z,success,,2021,1,Spider-Man: No Way Home,1910982770,804793477,42.1,1106189293,57.9,"Dec 17, 2021",260138569,804793477,"Dec 17, 2021",Action|Adventure|Fantasy|Sci-Fi,PG-13,Sony Pictures Releasing,260138569,4336,4336,2 hr 28 min,https://www.boxofficemojo.com/year/world/2021/,https://www.boxofficemojo.com/releasegroup/gr3957150213/,https://www.boxofficemojo.com/release/rl2869659137/
2026-04-14T16:06:15.862Z,success,,2021,2,The Battle at Lake Changjin,902548476,342411,,902206065,100,"Nov 19, 2021",105768,342411,"Nov 19, 2021",Action|Drama|History|War,,CMC Pictures,105768,20,20,2 hr 56 min,https://www.boxofficemojo.com/year/world/2021/,https://www.boxofficemojo.com/releasegroup/gr3283177989/,https://www.boxofficemojo.com/release/rl673088257/
2026-04-14T16:06:15.862Z,release_detail_missing,Domestic release detail page was not available from the release group page.,2021,3,"Hi, Mom",822009764,,,822009764,100,,,,,,,,,,,,https://www.boxofficemojo.com/year/world/2021/,https://www.boxofficemojo.com/releasegroup/gr565793285/,
2026-04-14T16:06:15.862Z,success,,2021,4,No Time to Die,774153007,160891007,20.8,613262000,79.2,"Oct 8, 2021",55225007,160891007,"Oct 8, 2021",Action|Adventure|Thriller,PG-13,Metro-Goldwyn-Mayer (MGM),55225007,4407,4407,2 hr 43 min,https://www.boxofficemojo.com/year/world/2021/,https://www.boxofficemojo.com/releasegroup/gr1812943365/,https://www.boxofficemojo.com/release/rl4077159937/
2026-04-14T16:06:15.862Z,success,,2021,5,F9: The Fast Saga,726229501,173005945,23.8,553223556,76.2,"Jun 25, 2021",70043165,173005945,"Jun 25, 2021",Action|Crime|Thriller,PG-13,Universal Pictures,70043165,4179,4203,2 hr 23 min,https://www.boxofficemojo.com/year/world/2021/,https://www.boxofficemojo.com/releasegroup/gr1590448645/,https://www.boxofficemojo.com/release/rl192906753/
2026-04-14T16:06:15.862Z,success,,2021,6,Detective Chinatown 3,686257563,,,686257563,100,,,,,Action|Adventure|Comedy|Mystery,R,Warner Bros.,,,,2 hr 16 min,https://www.boxofficemojo.com/year/world/2021/,https://www.boxofficemojo.com/releasegroup/gr2745979397/,https://www.boxofficemojo.com/release/rl3652289025/
2026-04-14T16:06:15.862Z,success,,2021,7,Venom: Let There Be Carnage,506813864,213550366,42.1,293263498,57.9,"Oct 1, 2021",90033210,213550366,"Oct 1, 2021",Action|Adventure|Crime|Fantasy|Horror|Sci-Fi|Thriller,PG-13,Sony Pictures Releasing,90033210,4225,4225,1 hr 37 min,https://www.boxofficemojo.com/year/world/2021/,https://www.boxofficemojo.com/releasegroup/gr2560774661/,https://www.boxofficemojo.com/release/rl1908310529/
2026-04-14T16:06:15.862Z,success,,2021,8,Godzilla vs. Kong,470116094,100916094,21.5,369200000,78.5,"Mar 31, 2021",31625971,100916094,"Mar 31, 2021",Action|Sci-Fi|Thriller,PG-13,Warner Bros.,31625971,3064,3084,1 hr 53 min,https://www.boxofficemojo.com/year/world/2021/,https://www.boxofficemojo.com/releasegroup/gr3306770949/,https://www.boxofficemojo.com/release/rl1383892481/
2026-04-14T16:06:15.862Z,success,,2021,9,Shang-Chi and the Legend of the Ten Rings,432243292,224543292,51.9,207700000,48.1,"Sep 3, 2021",75388688,224543292,"Sep 3, 2021",Action|Adventure|Fantasy|Sci-Fi,PG-13,Walt Disney Studios Motion Pictures,75388688,4300,4300,2 hr 12 min,https://www.boxofficemojo.com/year/world/2021/,https://www.boxofficemojo.com/releasegroup/gr1414156805/,https://www.boxofficemojo.com/release/rl3490022913/
2026-04-14T16:06:15.862Z,success,,2021,10,Sing 2,408702234,162790990,39.8,245911244,60.2,"Dec 22, 2021",22326230,162790990,"Dec 22, 2021",Adventure|Animation|Comedy|Family|Musical,PG,Universal Pictures,22326230,3892,3892,1 hr 50 min,https://www.boxofficemojo.com/year/world/2021/,https://www.boxofficemojo.com/releasegroup/gr3571732997/,https://www.boxofficemojo.com/release/rl302024193/
2026-04-14T16:06:15.862Z,success,,2021,11,Dune: Part One,402127830,108327830,26.9,293800000,73.1,"Oct 22, 2021",41011174,108327830,"Oct 22, 2021",Action|Adventure|Drama|Sci-Fi,PG-13,Warner Bros.,41011174,4125,4125,2 hr 35 min,https://www.boxofficemojo.com/year/world/2021/,https://www.boxofficemojo.com/releasegroup/gr3833549317/,https://www.boxofficemojo.com/release/rl3162015233/
2026-04-14T16:06:15.862Z,success,,2021,12,Eternals,402064899,164870234,41,237194665,59,"Nov 5, 2021",71297219,164870234,"Nov 5, 2021",Action|Adventure|Fantasy|Sci-Fi,PG-13,Walt Disney Studios Motion Pictures,71297219,4090,4090,2 hr 36 min,https://www.boxofficemojo.com/year/world/2021/,https://www.boxofficemojo.com/releasegroup/gr1431196165/,https://www.boxofficemojo.com/release/rl2138867201/
2026-04-14T16:06:15.862Z,success,,2021,13,Black Widow,379751655,183651655,48.4,196100000,51.6,"Jul 9, 2021",80366312,183651655,"Jul 9, 2021",Action|Adventure|Sci-Fi,PG-13,Walt Disney Studios Motion Pictures,80366312,4160,4275,2 hr 14 min,https://www.boxofficemojo.com/year/world/2021/,https://www.boxofficemojo.com/releasegroup/gr321081861/,https://www.boxofficemojo.com/release/rl2122089985/
2026-04-14T16:06:15.862Z,success,,2021,14,Free Guy,331526598,121626598,36.7,209900000,63.3,"Aug 13, 2021",28365416,121626598,"Aug 13, 2021",Action|Adventure|Comedy|Fantasy|Romance|Sci-Fi,PG-13,20th Century Studios,28365416,4165,4165,1 hr 55 min,https://www.boxofficemojo.com/year/world/2021/,https://www.boxofficemojo.com/releasegroup/gr642011653/,https://www.boxofficemojo.com/release/rl1158252033/
2026-04-14T16:06:15.862Z,success,,2021,15,A Quiet Place Part II,297372261,160072261,53.8,137300000,46.2,"May 28, 2021",47547231,160072261,"May 28, 2021",Drama|Horror|Sci-Fi|Thriller,PG-13,Paramount Pictures,47547231,3726,3744,1 hr 37 min,https://www.boxofficemojo.com/year/world/2021/,https://www.boxofficemojo.com/releasegroup/gr3159642629/,https://www.boxofficemojo.com/release/rl2819065345/
2026-04-14T16:06:15.862Z,success,,2021,16,Encanto,256786742,96093622,37.4,160693120,62.6,"Nov 24, 2021",27206494,96093622,"Nov 24, 2021",Animation|Comedy|Family|Fantasy|Musical,PG,Walt Disney Studios Motion Pictures,27206494,3980,3980,1 hr 42 min,https://www.boxofficemojo.com/year/world/2021/,https://www.boxofficemojo.com/releasegroup/gr2581352965/,https://www.boxofficemojo.com/release/rl1887208961/
2026-04-14T16:06:15.862Z,success,,2021,17,Cruella,233503234,86103234,36.9,147400000,63.1,"May 28, 2021",21496997,86103234,"May 28, 2021",Adventure|Comedy|Crime|Drama,PG-13,Walt Disney Studios Motion Pictures,21496997,3892,3922,2 hr 14 min,https://www.boxofficemojo.com/year/world/2021/,https://www.boxofficemojo.com/releasegroup/gr2221298181/,https://www.boxofficemojo.com/release/rl3708126721/
2026-04-14T16:06:15.862Z,success,,2021,18,"My Country, My Parents",221831086,177133,,221653953,99.9,"Oct 8, 2021",75302,177133,"Oct 8, 2021",Drama,,CMC Pictures,75302,51,51,2 hr 37 min,https://www.boxofficemojo.com/year/world/2021/,https://www.boxofficemojo.com/releasegroup/gr1488015877/,https://www.boxofficemojo.com/release/rl4111893249/
2026-04-14T16:06:15.862Z,success,,2021,19,Jungle Cruise,220889446,116987516,53,103901930,47,"Jul 30, 2021",35018731,116987516,"Jul 30, 2021",Action|Adventure|Comedy|Fantasy,PG-13,Walt Disney Studios Motion Pictures,35018731,4310,4310,2 hr 7 min,https://www.boxofficemojo.com/year/world/2021/,https://www.boxofficemojo.com/releasegroup/gr2841661957/,https://www.boxofficemojo.com/release/rl3657795073/
2026-04-14T16:06:15.862Z,success,,2021,20,The Conjuring: The Devil Made Me Do It,206431050,65631050,31.8,140800000,68.2,"Jun 4, 2021",24104332,65631050,"Jun 4, 2021",Horror|Mystery|Thriller,R,Warner Bros.,24104332,3102,3280,1 hr 52 min,https://www.boxofficemojo.com/year/world/2021/,https://www.boxofficemojo.com/releasegroup/gr3168489989/,https://www.boxofficemojo.com/release/rl3842475521/
2026-04-14T16:06:15.862Z,success,,2021,21,Raging Fire,205842393,385305,0.2,205457088,99.8,"Aug 13, 2021",101926,385305,"Aug 13, 2021",Action|Adventure|Crime|Mystery|Thriller,,Well Go USA Entertainment,101926,59,59,2 hr 6 min,https://www.boxofficemojo.com/year/world/2021/,https://www.boxofficemojo.com/releasegroup/gr2025017861/,https://www.boxofficemojo.com/release/rl2114487041/
